Name,Lead_Score,Pain_Score,Advice,Emails,Socials,Website_Status,Issues,Tech_Stack,Rating,Reviews,Website,Phone,Address,id,Tags,Vibes,Package_Name,Package_Price,Package_Includes
Thirsty Scarecrow,95.9,,"High Value: Mentions function, event, premium. Pitch: 'Premium clients expect a premium digital experience'.",,,Issues,Slow Server (TTFB 3.40s),,4.4,4297,https://www.thirstyscarecrow.com/,+27 21 881 3444,"R44, Mooiberge Farm, Annandale Rd, Stellenbosch, 7600, South Africa",6311ab69,"['Slow Load', 'No Socials', 'Luxury']","['Energetic/Nightlife', 'Event Venue']",Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Kapstadt Brauhaus Stellenbosch,95.7,,"[HIGH VALUE] Running Ads but site is poor. Pitch: 'Stop wasting ad spend on a broken site'. | High Value: Mentions function, event. Pitch: 'Premium clients expect a premium digital experience'.",,"Instagram, Facebook",Issues,Slow Server (TTFB 22.52s),"Facebook Pixel, Google Analytics, Twitter Bootstrap",4.2,363,https://www.kapstadtbrauhaus.co.za/,+27 60 305 9990,"98 Dorp St, Stellenbosch Central, Stellenbosch, 7600, South Africa",bf2570cf,"['Slow Load', 'Ads Active', 'Luxury']",['Event Venue'],Performance Marketing,"R 3,500 / mo","Conversion Rate Optimization (CRO), Landing Pages, Ad Management"
The Dog's Bollocks at YARD,94.7,,"High Value: Mentions function, event. Pitch: 'Premium clients expect a premium digital experience'.","yardct@gmail.com, info@yardco.co.za","Instagram, Facebook",Issues,Slow Server (TTFB 13.61s),WordPress,4.7,3236,https://www.yardco.co.za/,+27 83 440 7843,"6 Roodehek St, Gardens, Cape Town, 8001, South Africa",f2bcabb4,"['Slow Load', 'Luxury']",['Event Venue'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Cape Cafe,94.5,,Mobile: '50%+ of traffic bounces. We build mobile-first'.,,,Issues,Not Mobile Friendly,,4.5,200,http://oldcapecafe.co.za/,+27 66 363 1914,"9 Kruger St, Strand, Cape Town, 7140, South Africa",df3b5a88,"['Desktop Only', 'No Socials']",['Cozy/Casual'],The Modern Refresh,"R 5,500","Mobile-First Redesign, Speed Optimization, Social Integration"
Watami - Sushi & Asian Cuisine,91.3,,"[HIGH VALUE] Running Ads but site is poor. Pitch: 'Stop wasting ad spend on a broken site'. | High Value: Mentions function, event. Pitch: 'Premium clients expect a premium digital experience'.",lu.watami@gmail.com,"Instagram, Facebook",Issues,"SSL Invalid/Missing, Slow Server (TTFB 20.56s)","Google Analytics, WordPress, WooCommerce",4.0,422,https://www.watami.co.za/,+27 21 886 5828,"7 Beyers Street, Stellenbosch, 7600 Beyers St, Stellenbosch Central, Stellenbosch, 7600, South Africa",2bacdb07,"['Slow Load', 'Insecure', 'Luxury']",['Event Venue'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
The Hussar Grill Stellenbosch,91.1,,"High Value: Mentions event, fine dining, premium. Pitch: 'Premium clients expect a premium digital experience'.",,,Issues,Slow Server (TTFB 3.54s),Modern Host (cloudflare),4.4,1963,https://hussargrill.co.za/locations/stellenbosch-central?utm_source=google_maps&utm_medium=website_button&utm_campaign=SP&utm_content=SP,+27 21 882 8088,"Shop G3, Good Hope Building, 23 Plein St, Stellenbosch Central, Stellenbosch, 7600, South Africa",1ef5148c,"['Slow Load', 'No Socials', 'Luxury']","['High-End', 'Event Venue']",Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Bossa Strand Pavilion,90.5,"Pain: 0, Pop: 46, Budget: 45","Marketing Active: They track data. Pitch: 'Improve conversion rates'. | High Value: Mentions function, event, estate. Pitch: 'Premium clients expect a premium digital experience'.",,"Instagram, Facebook",Good,,"Facebook Pixel, Google Analytics, WordPress, ZURB Foundation",4.3,3189,http://bossagoodtimes.com/,+27 21 879 3395,"Shop 10-12 Strand Pavilion Centre, Beach Rd, Strand, Cape Town, 7140, South Africa",d9c1dd3d,,,,,
The Fat Butcher,90.5,,General Upgrade: 'Modernize digital presence'.,,,Good,,,4.7,3603,http://www.fatbutcher.co.za/,+27 21 883 3857,"1 Van Riebeeck St, Stellenbosch Central, Stellenbosch, 7600, South Africa",ddaf1cc4,"['No Socials', 'High Budget']",['Premium/Luxury'],Performance Marketing,"R 3,500 / mo","Conversion Rate Optimization (CRO), Landing Pages, Ad Management"
The Vine Bistro,90.3,,"[HIGH VALUE] Running Ads but site is poor. Pitch: 'Stop wasting ad spend on a broken site'. | High Value: Mentions function, event, estate. Pitch: 'Premium clients expect a premium digital experience'.",bistro@glenelly.co.za,"Instagram, Facebook, X/Twitter",Issues,Slow Server (TTFB 14.59s),Facebook Pixel,4.6,161,https://glenellyestate.com/the-vine-bistro/,+27 21 809 6444,"Glenelly Estate, Ida's Valley, Lelie St, Stellenbosch, 7600, South Africa",f0b6be96,"['Slow Load', 'Ads Active', 'Luxury']",['Event Venue'],Performance Marketing,"R 3,500 / mo","Conversion Rate Optimization (CRO), Landing Pages, Ad Management"
La Pineta,88.8,,"Marketing Active: Tracks data. Pitch: 'Improve conversion rates with better UX'. | High Value: Mentions function, event. Pitch: 'Premium clients expect a premium digital experience'.",,,Good,,"Modern Host (cloudflare), Google Analytics, WordPress, Twitter Bootstrap",4.6,2313,http://www.forest44.co.za/,+27 21 880 0293,"R44, Stellenbosch NU, Stellenbosch, 7600, South Africa",e261a25b,"['No Socials', 'Luxury']",['Event Venue'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Genki,88.5,,"[HIGH VALUE] Running Ads but site is poor. Pitch: 'Stop wasting ad spend on a broken site'. | High Value: Mentions function, event. Pitch: 'Premium clients expect a premium digital experience'.",info@genki.co.za,"Instagram, Facebook",Issues,Slow Server (TTFB 21.58s),"Google Analytics, WordPress",4.5,794,http://www.genki.co.za,+27 21 887 5699,"Shop 2, De Wet Centre Courtyard, Church St, Stellenbosch Central, Stellenbosch, 7600, South Africa",478a2b9e,"['Slow Load', 'Luxury']",['Event Venue'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Cucina di Giovanni at Eikendal,88.3,,"High Value: Mentions function, event, estate. Pitch: 'Premium clients expect a premium digital experience'.","anthony@giovannicapetown.co.za, info@giovannicapetown.co.za",,Issues,Slow Server (TTFB 2.33s),"WordPress, WooCommerce",4.5,771,https://www.giovannicapetown.co.za/,+27 21 855 5033,"Eikendal Rd, Stellenbosch, 7600, South Africa",74b7e073,"['Slow Load', 'No Socials', 'Luxury']",['Event Venue'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Helena's Restaurant @ Coopmanhuijs Boutique Hotel and Spa,88.0,,"[HIGH VALUE] Running Ads but site is poor. Pitch: 'Stop wasting ad spend on a broken site'. | High Value: Mentions function, event, luxury. Pitch: 'Premium clients expect a premium digital experience'.",info@coopmanhuijs.co.za,"Instagram, Facebook",Issues,Slow Server (TTFB 22.39s),Google Analytics,4.6,490,https://www.helenasrestaurant.co.za/,+27 21 883 8207,"33 Church St, Stellenbosch Central, Stellenbosch, 7600, South Africa",96c78e18,"['Slow Load', 'Luxury']",['Event Venue'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Dusk Restaurant,87.9,,"Marketing Active: Tracks data. Pitch: 'Improve conversion rates with better UX'. | High Value: Mentions function, corporate, event. Pitch: 'Premium clients expect a premium digital experience'.",reservations@duskrestaurant.co.za,,Good,,"Facebook Pixel, Google Analytics, WordPress, WooCommerce",4.5,156,https://duskrestaurant.co.za/,+27 21 023 4100,"43 Plein St, Stellenbosch Central, Stellenbosch, 7599, South Africa",d5304011,"['No Socials', 'Ads Active', 'Luxury']","['High-End', 'Event Venue']",Performance Marketing,"R 3,500 / mo","Conversion Rate Optimization (CRO), Landing Pages, Ad Management"
Legacy Coffee Shop,86.7,,"High Value: Mentions function, event, estate. Pitch: 'Premium clients expect a premium digital experience'.",orders@legacycafe.co.za,,Issues,Slow Server (TTFB 4.74s),"WordPress, WooCommerce",4.8,208,http://legacycafe.co.za/,+27 79 122 3637,"22 Reitz St, Audas Estate, Cape Town, 7130, South Africa",83ae7b5c,"['Slow Load', 'No Socials', 'Luxury']","['Event Venue', 'Cozy/Casual']",Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
The Wine Glass Stellenbosch,86.6,,"[HIGH VALUE] Running Ads but site is poor. Pitch: 'Stop wasting ad spend on a broken site'. | High Value: Mentions function, event, premium. Pitch: 'Premium clients expect a premium digital experience'.",,,Issues,Slow Server (TTFB 23.91s),"Modern Host (cloudflare), Google Analytics, WordPress, WooCommerce",4.2,429,https://www.thewineglass.guru/,+27 82 555 2332,"13 Ryneveld St, Stellenbosch Central, Stellenbosch, 7600, South Africa",9fc23abe,"['Slow Load', 'No Socials', 'Luxury']",['Event Venue'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Spek & Bone,86.5,,"[HIGH VALUE] Running Ads but site is poor. Pitch: 'Stop wasting ad spend on a broken site'. | High Value: Mentions function, event, estate. Pitch: 'Premium clients expect a premium digital experience'.","kantien@bertusbasson.comPlease, info@devrijeburger.comPlease, info@chorusrestaurant.comAddress, info@toevlug.co.za, info@eikerestaurant.comPlease, info@devrijeburger.com, cptlo_ongetem@hilton.com, info@bloemrestaurant.co.za, info@spekenbone.comPlease, info@chorusrestaurant.com, kantien@bertusbasson.com, info@bloemrestaurant.co.zaAddress, info@spekenbone.com, info@eikerestaurant.com","Instagram, Facebook, X/Twitter",Issues,Slow Server (TTFB 21.38s),Google Analytics,4.5,582,http://www.bertusbasson.com/,+27 82 569 8958,"84 Dorp St, Stellenbosch Central, Stellenbosch, 7600, South Africa",db7e926c,"['Slow Load', 'Luxury']",['Event Venue'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Rykaart's Restaurant at Longridge Wine Estate,86.0,,"Marketing Active: Tracks data. Pitch: 'Improve conversion rates with better UX'. | High Value: Mentions function, event, estate. Pitch: 'Premium clients expect a premium digital experience'.","rykaarts@longridge.co.za, 4540wynwinkel@longridge.co.zaReturn, Vermeuleninfo@longridge.co.za, 2005rykaarts@longridge.co.zaBook, Immelmanrep@longridge.co.za","Instagram, Facebook",Good,,"Google Analytics, WordPress, WooCommerce",4.5,540,https://longridge.co.za/rykaarts-restaurant/,+27 21 855 2005,"Helderbergpad, Helderberg Rural, Cape Winelands, 7130, South Africa",8777d7cc,"['High Budget', 'Luxury']","['Premium/Luxury', 'Event Venue']",Performance Marketing,"R 3,500 / mo","Conversion Rate Optimization (CRO), Landing Pages, Ad Management"
Hōseki at Delaire Graff Estate,85.5,,"Marketing Active: Tracks data. Pitch: 'Improve conversion rates with better UX'. | High Value: Mentions function, corporate, event. Pitch: 'Premium clients expect a premium digital experience'.",restaurant.bookings@delaire.co.za,"Instagram, Facebook, X/Twitter",Good,,"Google Analytics, WordPress",4.6,341,https://www.delaire.co.za/dine/restaurants/hoseki/,+27 21 885 8160,"Delaire Graff Estate, Helshoogte Rd, Stellenbosch, 7600, South Africa",6c308f7c,"['High Budget', 'Luxury']","['High-End', 'Premium/Luxury', 'Event Venue']",Performance Marketing,"R 3,500 / mo","Conversion Rate Optimization (CRO), Landing Pages, Ad Management"
Minari Korean Kitchen Stellenbosch,85.3,,"High Value: Mentions function, event, conference. Pitch: 'Premium clients expect a premium digital experience'.",,,Issues,Slow Server (TTFB 4.77s),,4.6,332,https://instagram.com/minari_stellenbosch?igshid=MmU2YjMzNjRlOQ==,+27 69 191 1202,"Shop 5, Simonsplein Centre, Plein St, Stellenbosch Central, Stellenbosch, 7600, South Africa",d6d64808,"['Slow Load', 'No Socials', 'Luxury']",['Event Venue'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Blue Waters Seafood & Sushi Restaurant,85.0,,"[HIGH VALUE] Running Ads but site is poor. Pitch: 'Stop wasting ad spend on a broken site'. | High Value: Mentions function, event. Pitch: 'Premium clients expect a premium digital experience'.",,Facebook,Issues,Slow Server (TTFB 7.80s),Google Analytics,4.4,722,http://thebluewater.co.za/,+27 21 852 8012,"5 Lourensford Rd, Stuart`s Hill, Cape Town, 7130, South Africa",cda0ccca,"['Slow Load', 'Luxury']",['Event Venue'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Merkava Coffee Roastery,85.0,,"Marketing Active: Tracks data. Pitch: 'Improve conversion rates with better UX'. | High Value: Mentions function, event. Pitch: 'Premium clients expect a premium digital experience'.","orders@merkavacoffee.co.zaShop, calvin@merkavacoffee.co.za",,Good,,"Facebook Pixel, WordPress, Twitter Bootstrap, WooCommerce",4.7,224,http://www.merkavacoffee.co.za/,,"63 Caledon St, Lionviham, Cape Town, 7130, South Africa",6a93ec9f,"['No Socials', 'Ads Active', 'Luxury']","['Event Venue', 'Cozy/Casual']",Performance Marketing,"R 3,500 / mo","Conversion Rate Optimization (CRO), Landing Pages, Ad Management"
The Meeting Place.,84.3,,"High Value: Mentions function, event, conference. Pitch: 'Premium clients expect a premium digital experience'.",,,Issues,Slow Server (TTFB 17.45s),,4.4,640,https://www.instagram.com/themeetingplacestb/,+27 21 883 3977,"87 Dorp St, Stellenbosch Central, Stellenbosch, 7600, South Africa",9162e11f,"['Slow Load', 'No Socials', 'Luxury']",['Event Venue'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Asta Italian Restaurant,84.1,,"[HIGH VALUE] Running Ads but site is poor. Pitch: 'Stop wasting ad spend on a broken site'. | High Value: Mentions function, event. Pitch: 'Premium clients expect a premium digital experience'.",Africaastaitalian@gmail.com,"Instagram, Facebook, LinkedIn",Issues,Slow Server (TTFB 3.52s),Google Analytics,4.4,622,https://www.astarestaurant.com/,+27 21 887 7300,"95 Dorp St, Stellenbosch Central, Stellenbosch, 7600, South Africa",3f741c49,"['Slow Load', 'Luxury']",['Event Venue'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Fiore Restaurant and Event Venue,82.7,,"High Value: Mentions wedding, function, corporate. Pitch: 'Premium clients expect a premium digital experience'.",,,Issues,Slow Server (TTFB 4.10s),Wix,4.4,490,http://www.fioregardencentre.com/,+27 21 851 2047,"6 Audas St, Audas Estate, Cape Town, 7133, South Africa",2739b3a2,"['Slow Load', 'No Socials', 'Luxury']","['Event Venue', 'Cozy/Casual']",Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Delaire Graff Restaurant,82.7,,"[HIGH VALUE] Running Ads but site is poor. Pitch: 'Stop wasting ad spend on a broken site'. | High Value: Mentions function, event, luxury. Pitch: 'Premium clients expect a premium digital experience'.",,"Instagram, Facebook, X/Twitter",Issues,Slow Server (TTFB 1.67s),"Google Analytics, WordPress",4.4,495,http://www.delaire.co.za/,+27 21 885 8160,"Delaire Graff Estate, Helshoogte Rd, Banhoek, Stellenbosch, 7600, South Africa",eee71d76,"['Slow Load', 'Luxury']","['High-End', 'Event Venue']",Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
The Farmhouse,82.6,,"[HIGH VALUE] Running Ads but site is poor. Pitch: 'Stop wasting ad spend on a broken site'. | High Value: Mentions function, event, premium. Pitch: 'Premium clients expect a premium digital experience'.",info@thefarmhouse.co.za,"Facebook, X/Twitter, Instagram",Issues,Slow Server (TTFB 3.33s),"Google Analytics, WordPress",4.3,782,http://www.thefarmhouse.co.za/,+27 21 851 9617,"2, Rola Centre, 24 Myburgh St, Somerset West, Cape Town, 7130, South Africa",7cb0068a,"['Slow Load', 'Luxury']","['Event Venue', 'Cozy/Casual']",Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Sage & Thyme Village Coffee Shop,82.6,,"High Value: Mentions function, event, premium. Pitch: 'Premium clients expect a premium digital experience'.",,"Facebook, Instagram",Issues,Slow Server (TTFB 2.19s),Wix,4.6,944,https://www.sageandthyme.co.za/,+27 21 851 5088,"Caledon St, Somerset West, Cape Town, 7130, South Africa",2eb01531,"['Slow Load', 'Luxury']","['Event Venue', 'Cozy/Casual']",Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Bootlegger Strand,82.4,,"[HIGH VALUE] Running Ads but site is poor. Pitch: 'Stop wasting ad spend on a broken site'. | High Value: Mentions function, event. Pitch: 'Premium clients expect a premium digital experience'.",Africa+27212035213strand@bootlegger.co.zaOperating,"Facebook, Instagram, LinkedIn",Issues,Slow Server (TTFB 1.82s),Google Analytics,4.4,469,https://ourcafes.bootlegger.coffee/FoodDrink-CapeTown-BootleggerStrand,+27 21 203 5213,"188 Beach Rd, Strand, Cape Town, 7139, South Africa",42a6a863,"['Slow Load', 'Luxury']","['Event Venue', 'Cozy/Casual']",Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Ya-Ya Cafe,82.2,,"High Value: Mentions function, event. Pitch: 'Premium clients expect a premium digital experience'.",,"Instagram, Facebook",Issues,Slow Server (TTFB 14.79s),,4.5,1406,http://www.yayacafe.co.za/,+27 21 883 2977,"8 Dorp St, Stellenbosch, Cape Town, 7600, South Africa",6afcf57c,"['Slow Load', 'Luxury']","['Cozy/Casual', 'Event Venue']",Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Cattle Baron Stellenbosch,80.5,,"High Value: Mentions function, event. Pitch: 'Premium clients expect a premium digital experience'.",info@cattlebaron.co.zaUnit,"Instagram, Facebook",Issues,Slow Server (TTFB 3.94s),"WordPress, WooCommerce",4.4,1777,http://www.cattlebaron.co.za/,+27 21 300 0222,"R44, Stellenbosch, 7599, South Africa",e5855960,"['Slow Load', 'Luxury']",['Event Venue'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Giovannis Restaurant at the House of J.C. Le Roux,80.5,,"High Value: Mentions function, event, estate. Pitch: 'Premium clients expect a premium digital experience'.","anthony@giovannicapetown.co.za, info@giovannicapetown.co.za",,Issues,Slow Server (TTFB 32.97s),"WordPress, WooCommerce",4.5,231,http://www.giovannicapetown.co.za/,+27 21 865 8222,"Devon Valley Rd, Devon Valley, Stellenbosch, 7600, South Africa",6a76233e,"['Slow Load', 'No Socials', 'Luxury']",['Event Venue'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
The Belgian Waffle House and Coffee Shop,79.9,,"High Value: Mentions function, event. Pitch: 'Premium clients expect a premium digital experience'.",,,Good,,WordPress,4.6,2702,http://www.belgianwafflehouse.co.za/,+27 21 853 7025,"On Strand, 97 Beach Rd, Strand, Cape Town, 7139, South Africa",31b0b97c,"['No Socials', 'Luxury']","['Event Venue', 'Cozy/Casual']",Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Friedman & Cohen cafe,79.2,,"Marketing Active: Tracks data. Pitch: 'Improve conversion rates with better UX'. | High Value: Mentions function, event, premium. Pitch: 'Premium clients expect a premium digital experience'.",,"Facebook, Instagram",Good,,"Modern Host (cloudflare), Facebook Pixel, Google Analytics, WordPress, WooCommerce",4.3,430,http://www.fandc.co.za/,+27 21 853 1070,"30 Main Rd, Strand, Cape Town, 7140, South Africa",3a6739ec,"['Ads Active', 'Luxury']","['Event Venue', 'Cozy/Casual']",Performance Marketing,"R 3,500 / mo","Conversion Rate Optimization (CRO), Landing Pages, Ad Management"
Postcard Café at Stark-Condé Wines,79.1,,"Marketing Active: Tracks data. Pitch: 'Improve conversion rates with better UX'. | High Value: Mentions function, event, estate. Pitch: 'Premium clients expect a premium digital experience'.",,"Instagram, Facebook",Good,,"Google Analytics, WordPress",4.6,2409,http://stark-conde.co.za/,+27 21 861 7703,"Stark-Conde Wine Estate Jonkershoek Valley, Stellenbosch, 7600, South Africa",08d93078,['Luxury'],"['Cozy/Casual', 'Event Venue']",Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Merkava coffee Strand Beach,78.6,,"Marketing Active: Tracks data. Pitch: 'Improve conversion rates with better UX'. | High Value: Mentions function, event. Pitch: 'Premium clients expect a premium digital experience'.","orders@merkavacoffee.co.zaShop, calvin@merkavacoffee.co.za",,Good,,"Facebook Pixel, WordPress, Twitter Bootstrap, WooCommerce",4.6,126,http://www.merkavacoffee.co.za/,,"189 Beach Rd, Strand, Cape Town, 7130, South Africa",d3c32b52,"['No Socials', 'Ads Active', 'Luxury']","['Event Venue', 'Cozy/Casual']",Performance Marketing,"R 3,500 / mo","Conversion Rate Optimization (CRO), Landing Pages, Ad Management"
Gino's,78.4,,"Marketing Active: Tracks data. Pitch: 'Improve conversion rates with better UX'. | High Value: Mentions function, event. Pitch: 'Premium clients expect a premium digital experience'.",,"Instagram, Facebook",Good,,"Google Analytics, WordPress, Twitter Bootstrap",4.5,3621,http://www.ginos.co.za/,+27 21 887 9786,"De Kelder, 63 Dorp St, Stellenbosch Central, Stellenbosch, 7600, South Africa",64c8f7ab,['Luxury'],"['Energetic/Nightlife', 'Event Venue']",Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Happy Folks Stellenbosch,78.3,,"Marketing Active: Tracks data. Pitch: 'Improve conversion rates with better UX'. | High Value: Mentions function, event. Pitch: 'Premium clients expect a premium digital experience'.",,"Instagram, Facebook",Good,,"Facebook Pixel, Google Analytics, Twitter Bootstrap",4.4,238,https://happyfolks.co.za/,+27 21 330 5585,"Paradyskloof Centre Strand Rd, Blaauwklippen Rd, Stellenbosch, Cape Town, 7600, South Africa",0551071b,"['Ads Active', 'Luxury']",['Event Venue'],Performance Marketing,"R 3,500 / mo","Conversion Rate Optimization (CRO), Landing Pages, Ad Management"
Deluxe Coffeeworks,78.0,,"High Value: Mentions function, event. Pitch: 'Premium clients expect a premium digital experience'.",,"Facebook, Instagram",Issues,Slow Server (TTFB 9.34s),"Modern Host (cloudflare), Twitter Bootstrap",4.6,489,http://www.deluxecoffeeworks.co.za/,+27 76 767 3519,"171A Buitenkant St, Gardens, Cape Town, 8001, South Africa",03198faf,"['Slow Load', 'Luxury']","['Event Venue', 'Cozy/Casual']",Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Tokara Restaurant,78.0,,General Upgrade: 'Modernize digital presence'.,,,Good,,,4.5,1575,http://www.tokara.com/tokara-wine-estate/tokara-restaurant/,+27 21 885 2550,"R 310 Helshoogte Rd, Stellenbosch, 7600, South Africa",86d3f15b,"['No Socials', 'High Budget']",['Premium/Luxury'],Performance Marketing,"R 3,500 / mo","Conversion Rate Optimization (CRO), Landing Pages, Ad Management"
Platō Coffee Stellenbosch - Revel,77.8,,"High Value: Mentions function, event, luxury. Pitch: 'Premium clients expect a premium digital experience'.",hello@plato.coffee,"Instagram, Facebook",Issues,Slow Server (TTFB 15.31s),Modern Host (cloudflare),4.8,239,https://plato.coffee/,+27 79 574 0897,"15 Krige Rd, Stellenbosch Central, Stellenbosch, 7600, South Africa",9f1ded0b,"['Slow Load', 'Luxury']","['Cozy/Casual', 'Event Venue']",Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Sunset Books,77.5,,"[HIGH VALUE] Running Ads but site is poor. Pitch: 'Stop wasting ad spend on a broken site'. | High Value: Mentions function, event. Pitch: 'Premium clients expect a premium digital experience'.",,"Facebook, Instagram",Issues,Slow Server (TTFB 3.75s),"Google Analytics, WordPress, WooCommerce",4.8,64,https://www.sunsetbooks.co.za/,+27 68 385 2563,"73 Beach Rd, Strand, Cape Town, 7130, South Africa",804d3ae3,"['Slow Load', 'Luxury']","['Event Venue', 'Cozy/Casual']",Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Spoon Bakery & Eatery,77.0,,"High Value: Mentions wedding, function, event. Pitch: 'Premium clients expect a premium digital experience'.",4490orders@spoonbakery.co.za,"Facebook, Instagram",Issues,Slow Server (TTFB 1.76s),,4.6,420,https://spoonbakery.co.za/,+27 61 528 4490,"1 Drama Street The Avenues, Shop 7, Lionviham, Cape Town, 7130, South Africa",3607f964,"['Slow Load', 'Luxury']","['Event Venue', 'Cozy/Casual']",Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Wijnhuis,76.8,,"High Value: Mentions function, event. Pitch: 'Premium clients expect a premium digital experience'.",8928admin@wijnhuis.co.za,,Issues,Slow Server (TTFB 3.62s),,4.1,777,http://www.wijnhuis.co.za/,+27 21 882 8928,"11 Andringa St, Stellenbosch Central, Stellenbosch, 7600, South Africa",7fe2c045,"['Slow Load', 'No Socials', 'Luxury']",['Event Venue'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Lorenzo's,76.7,,"[HIGH VALUE] Running Ads but site is poor. Pitch: 'Stop wasting ad spend on a broken site'. | High Value: Mentions function, event, luxury. Pitch: 'Premium clients expect a premium digital experience'.",reservations@delaire.co.za,"Instagram, Facebook, X/Twitter",Issues,"SSL Invalid/Missing, Slow Server (TTFB 10.42s)","Google Analytics, WordPress",4.3,8,https://www.delaire.co.za/dine/restaurants/lorenzos/,+27 21 885 8160,"Delaire Graff Estate, Helshoogte Rd, Banhoek, Stellenbosch, 7600, Stellenbosch, 7602, South Africa",ef689751,"['Slow Load', 'Insecure', 'Luxury']",['Event Venue'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Tokara Delicatessen,76.7,,"Marketing Active: Tracks data. Pitch: 'Improve conversion rates with better UX'. | High Value: Mentions wedding, function, event. Pitch: 'Premium clients expect a premium digital experience'.","winelounge@tokara.com, oliveshed@tokara.com, functions@tokara.com, wine@tokara.com, deli@tokara.com, reservations@tokara.com","Instagram, Facebook, X/Twitter",Good,,"Google Analytics, WordPress",4.6,1710,https://www.tokara.com/tokara-wine-estate/delicatessen/,+27 21 808 5950,"Helshoogte Rd, Stellenbosch, 7600, South Africa",b72bc183,['Luxury'],['Event Venue'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Guardian Peak Winery & Grill,76.7,,"High Value: Mentions function, event, estate. Pitch: 'Premium clients expect a premium digital experience'.",info@guardianpeak.com,"Instagram, Facebook, X/Twitter",Issues,Slow Server (TTFB 23.07s),"WordPress, Twitter Bootstrap, WooCommerce",4.5,606,http://www.guardianpeak.com/,+27 21 881 3899,"Annandale Rd, Stellenbosch, 7600, South Africa",ac654919,"['Slow Load', 'Luxury']",['Event Venue'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
Hillcrest Berry Orchards,76.6,,General Upgrade: 'Modernize digital presence'.,,,Issues,"SSL Invalid/Missing, Connection Failed (Site Down)",,4.4,2135,http://www.hillcrestberries.co.za/,+27 21 885 1629,"R310 Banhoek Valley, Stellenbosch, 7601, South Africa",2d4a1d60,"['Insecure', 'No Socials']",[],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
RocoMamas Stellenbosch,75.8,,"High Value: Mentions function, event. Pitch: 'Premium clients expect a premium digital experience'.",772howzit@rocomamas.co.za,"Instagram, Facebook, X/Twitter",Issues,Slow Server (TTFB 12.28s),,4.3,1364,https://rocomamas.com/za/restaurants/western-cape/rocomamas-stellenbosch?utm_source=google_maps&utm_medium=website_button&utm_campaign=SP&utm_content=SP,+27 21 883 2272,"Shop 41 & 42, Eikestad Mall, Andringa St, Stellenbosch Central, Stellenbosch, 7600, South Africa",6e363bab,"['Slow Load', 'Luxury']",['Event Venue'],Growth Retainer,"R 2,500 / mo","SEO Content, Monthly Reporting, Google Business Management"
